source_player_id,prospect_id,match_score,notes
9824,914,0.85,rule_unique_name_key (no_school)
10320,914,0.85,rule_unique_name_key (no_school)
5301,1724,0.85,rule_unique_name_key (no_school)
8859,1724,0.85,rule_unique_name_key (no_school)
9294,1263,1.0,rule_norm_name_school (Maryland)
9916,1263,1.0,rule_norm_name_school (Maryland)
10426,1263,1.0,rule_norm_name_school (Maryland)
9109,1124,0.85,rule_unique_name_key (no_school)
9596,1124,0.85,rule_unique_name_key (no_school)
10098,1124,0.85,rule_unique_name_key (no_school)
5382,1725,0.85,rule_unique_name_key (no_school)
8940,1725,0.85,rule_unique_name_key (no_school)
9268,1215,0.85,rule_unique_name_key (no_school)
9757,1215,0.85,rule_unique_name_key (no_school)
