prospect_id,player_name,rank_overall,delta_rank,score,delta_score,tier,coverage_count,delta_coverage,momentum_rank_3,momentum_score_3,volatility_rank_mad_3,volatility_rank_std_3,momentum_chip,volatility_chip,confidence_score,confidence_band,confidence_reasons_json,confidence_coverage_pct,confidence_rank_std,confidence_rank_mad,confidence_sources_present,confidence_active_sources
83,Gennings Dunker,68,0,59.8779,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,49.9,Medium,"[""High coverage"", ""High quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.8181818181818182,22.352948820852568,16.790123456790123,9,11
64,Kamari Ramsey,69,0,59.5456,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,36.9,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,20.871814800376715,18.612244897959183,7,11
84,Deontae Lawson,70,0,59.0144,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,38.1,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.7272727272727273,42.94746063505967,32.4375,8,11
93,Jacob Rodriguez,71,0,58.8909,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,51.6,Medium,"[""High coverage"", ""High quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.8181818181818182,15.23478800089121,13.432098765432098,9,11
71,Max Klare,72,0,58.2742,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,57.4,Medium,"[""High coverage"", ""High quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.9090909090909091,17.874283202411224,15.12,10,11
45,Eli Stowers,73,0,57.5773,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,45.5,Medium,"[""High coverage"", ""High quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.8181818181818182,36.974465663632124,27.77777777777778,9,11
99,Genesis Smith,74,0,57.411,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,37.9,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,16.559108720962403,15.469387755102042,7,11
2,Rueben Bain,75,0,57.2887,0.0,Watch,4,0,0,0.0,0.0,0.0,Stable,Calm,17.5,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.2727272727272727,0.816496580927726,0.6666666666666666,3,11
49,LT Overton,76,0,56.7567,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,36.8,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.7272727272727273,52.568407813058215,34.0625,8,11
96,Zakee Wheatley,77,0,56.5661,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,45.2,Medium,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.7272727272727273,15.548311805466213,12.375,8,11
94,Keylan Rutledge,78,0,56.0982,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,38.3,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,17.931843753729375,12.448979591836734,7,11
43,A.j.haulcy,79,0,55.9671,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,40.2,Medium,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,8.957951660909076,7.224489795918367,7,11
11,Francis Mauigoa,80,0,55.7042,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,17.3,Low,"[""Low coverage"", ""Low quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.2727272727272727,2.6246692913372702,2.4444444444444446,3,11
77,Jake Slaughter,81,0,54.9736,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,41.6,Medium,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.7272727272727273,27.698149757700424,23.25,8,11
142,Julian Neal,82,0,54.8955,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,35.3,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,27.286088254729698,24.53061224489796,7,11
78,Jonah Coleman,83,0,54.7996,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,38.0,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,18.871206876604152,13.918367346938775,7,11
154,Ja'Kobi Lane,84,0,53.5044,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,32.6,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.6363636363636364,38.83455225671582,34.20408163265306,7,11
81,Emmett Johnson,85,0,53.4847,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,49.1,Medium,"[""High coverage"", ""High quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.8181818181818182,27.289033658682225,17.38271604938272,9,11
129,Isaiah World,86,0,52.4518,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,41.0,Medium,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.7272727272727273,29.223278392404914,25.25,8,11
69,Chandler Rivers,87,0,52.4003,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,50.1,Medium,"[""High coverage"", ""High quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.8181818181818182,21.700543316859914,16.024691358024693,9,11
75,Michael Trigg,88,0,52.2465,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,43.9,Medium,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.7272727272727273,19.267848867997692,16.75,8,11
145,Kevin Coleman,89,0,52.1343,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,33.2,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.6363636363636364,36.537372536031306,31.836734693877553,7,11
103,Treydan Stukes,90,0,51.8544,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,35.6,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,27.675230213079328,22.3265306122449,7,11
70,Anthony Lucas,91,0,51.7349,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,22.3,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.5454545454545454,71.44792198206716,51.72222222222222,6,11
108,Will Lee,92,0,51.4856,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,45.8,Medium,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.7272727272727273,12.534327863910374,11.125,8,11
80,Garrett Nussmeier,93,0,51.1899,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,44.8,Medium,"[""High coverage"", ""High quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.8181818181818182,40.227132910788235,29.11111111111111,9,11
111,Malik Muhammad,94,0,51.0767,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,51.2,Medium,"[""High coverage"", ""High quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.8181818181818182,15.704053105826448,14.91358024691358,9,11
72,Jack Endries,95,0,50.747,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,38.1,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,17.91020687217436,13.469387755102042,7,11
90,Deion Burks,96,0,49.5593,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,36.2,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.7272727272727273,48.8978527135906,39.25,8,11
73,Daylen Everette,97,0,49.1776,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,33.6,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.6363636363636364,34.54130919372233,30.36734693877551,7,11
116,Brian Parker,98,0,48.7675,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,38.2,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.6363636363636364,17.381669913434433,13.346938775510202,7,11
471,Gracen Halton,99,0,48.7226,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,35.6,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Moderate rank dispersion""]",0.6363636363636364,41.05347433655331,34.367346938775505,7,11
147,Jude Bowry,100,0,48.4935,0.0,Watch,,,0,0.0,0.0,0.0,Stable,Calm,30.3,Low,"[""Moderate coverage"", ""Moderate quality-weighted coverage"", ""Noisy sources present"", ""Tight rank agreement""]",0.5454545454545454,24.2034203276222,18.444444444444443,6,11
